city,date,state,text
Tucson,Tue Nov 24 23:19:53 +0000 2020,AZ,@hoopsnut351 Oh is Pitt traveling to San Francisco this year? Guess i missed that on the schedule. Tough matchup. M… https://t.co/TcyhZcF0GA
Paradise,Tue Nov 24 23:19:56 +0000 2020,NV,"2020 partly summed up:
•
Sitting on my flight in my mask and there is a piece of fuzz on my phone... so I casually… https://t.co/CHzjBZFGIN"
Los Angeles,Tue Nov 24 23:20:08 +0000 2020,CA,COVID pre travel test book..airport car service book cuz i’m a snob. England here I come!! Its a dream come true to… https://t.co/okqXQMB9g2
Houston,Tue Nov 24 23:20:26 +0000 2020,TX,"Damn. When I think of my EDC trip, i_o is the first thing that comes to my head. One of my favorite sets of all tim… https://t.co/tY0Rd6Isrh"
Oakland,Tue Nov 24 23:20:40 +0000 2020,CA,@JillWohlner @topntran I read about why this is. Michelin wanted to encourage people to go on road trips and use th… https://t.co/ycpEnHiZAQ
Perry,Tue Nov 24 23:20:52 +0000 2020,GA,"Lol I be playin smoke break, mood swings, throw away, and power trip one after another to test if I’ll get sad. Las… https://t.co/MfthayCJ8t"
Sunnyvale,Tue Nov 24 23:20:59 +0000 2020,CA,"@cwgabriel Gawd.  Loved the book mainly for the abundance of nostalgia.
Hated the movive for striping out half of w… https://t.co/vXY7JIfK1K"
Philadelphia,Tue Nov 24 23:21:43 +0000 2020,PA,"Tripping, falling, with no safety net
Boy, it must be something that you said
Is it real this time or is it in my h… https://t.co/Ga5NlErgJ8"
Los Angeles,Tue Nov 24 23:21:52 +0000 2020,CA,Emirates offers a free hotel stay with your Dubai layover https://t.co/WQzjXGCsgp via @CNNTravel
Chicago,Tue Nov 24 23:22:53 +0000 2020,IL,@victorflight @leeveronvisk Q?
Hugo,Tue Nov 24 23:23:02 +0000 2020,OK,Choctaw Travel Plaza
St Louis,Tue Nov 24 23:23:07 +0000 2020,MO,"Survey shows where people are most likely to travel despite warnings this Thanksgiving. 

https://t.co/9gUcSF8Av3 https://t.co/RFLKgpS0LH"
Atlantic City,Tue Nov 24 23:23:27 +0000 2020,NJ,"TAKE FLIGHT 8pm..(est.) 
on RUFF RYDERS RADIO 
download the app today or live stream now 
(link in bio)… https://t.co/zk5Z7bZD6H"
Brushy Creek,Tue Nov 24 23:23:53 +0000 2020,TX,@JRudd_Scout @FlatgroundApp @FlatgroundBats I wonder if there is an opportunity for some travel organizations to offer a “gap” year program?
Atlanta,Tue Nov 24 23:25:02 +0000 2020,GA,"Dude.....
A situationship where dude is paying your tuition &amp; bills is heaven! Baby girl is tripping about wanting to settle down."
Bellingham,Tue Nov 24 23:25:21 +0000 2020,WA,id rather die on the plane flight home than disappoint you in the years to come
Manhattan,Tue Nov 24 23:25:33 +0000 2020,NY,Another Stripe Earned ! Landed @bravo_supermarketsofficial In Orlando Florida Thanks To Our Team @tigerlyfe_florida… https://t.co/5fyzoalEoD
Garland,Tue Nov 24 23:25:34 +0000 2020,TX,@GuhThatsChango i’m finna book my flight now
Richmond,Tue Nov 24 23:26:02 +0000 2020,VA,Am I tripping was Bandana not nominated last year ??
Saratoga Springs,Tue Nov 24 23:26:15 +0000 2020,NY,Saratoga watch out. It’s coming from the south and from the west... please don’t travel or have relatives import it… https://t.co/mAO400Gf6O
Los Angeles,Tue Nov 24 23:26:19 +0000 2020,CA,"Caramelized onions, pear, and blue cheese anyone? Omg I feel like Remy when he tripped balls off that mushroom and… https://t.co/LtNHaL393G"
Dallas,Tue Nov 24 23:26:47 +0000 2020,TX,A world where I can travel for work&gt;&gt;🤩 https://t.co/AjixD45sA2
Lowry Crossing,Tue Nov 24 23:27:00 +0000 2020,TX,"@VeggieTales 

You know half of the cast are fruits...right? 

....you have a living strip of bacon for goodness sake...."
Bronx,Tue Nov 24 23:27:06 +0000 2020,NY,"Yoooooo, I thought I was the only one. Like am I trippin lmfao 🤣"
Austin,Tue Nov 24 23:27:18 +0000 2020,TX,"And there’s your triple-Raptor static fire test!

Barring any issues with this firing, #SpaceX should be clear to p… https://t.co/UDIKpgb9pO"
Minneapolis,Tue Nov 24 23:28:09 +0000 2020,MN,@flightradar24 Wow. Just wow.
Indianapolis,Tue Nov 24 23:29:05 +0000 2020,IN,A day in the Life of my #IrishDancer #ClaireBear  #HaveDressWillTravel #VirusLand .... #Oireachtas2020 https://t.co/iG0hxaKDAj
Portland,Tue Nov 24 23:29:12 +0000 2020,OR,@StephMcMahon @TripleH don’t forget my draft picks; when new day follows the positivity is in the future.King Corbi… https://t.co/B3CRqNih4b
Bon Air,Tue Nov 24 23:30:11 +0000 2020,VA,Tripping over nothing in your Ugg’s is so embarrassing 😂
Little Rock,Tue Nov 24 23:30:13 +0000 2020,AR,@TieDyeTravels @shaylateater @THV11 @thisguyjd @HaydenBalgavy @M__Flanagan I liked this tweet but I secretly wish t… https://t.co/WgDELIHsYR
Manhattan,Tue Nov 24 23:30:48 +0000 2020,NY,I wanted to get a massage. Instead I got Taco Bell. 🤣🤣 I’ve been crying all week about cancelling my trip. I needed this.
Port Allen,Tue Nov 24 23:30:50 +0000 2020,LA,@brilliantbardi @Hard_Tomer @iamcardib @bennysbodak You made a fake Twitter just to defnend a stripper that sucks a… https://t.co/ZKDeYd5ox4
Kennewick,Tue Nov 24 23:33:40 +0000 2020,WA,20/hr and a blue strip a day in per diem we out here
Jackson,Tue Nov 24 23:33:49 +0000 2020,MS,It be him arguing with these people about these flights for me 😂😂😂😂😂 I am crying
Charlotte,Tue Nov 24 23:34:46 +0000 2020,NC,I hate last minute trips. Iont be knowing what to pack.
Fredericksburg,Tue Nov 24 23:35:04 +0000 2020,TX,"Visit a familiar place !.. 

#travel #love #life #frederiksburg #texas #usa #felizmartes #buenmartes @ Fredericksbu… https://t.co/LbaXuMOWmZ"
Manhattan,Tue Nov 24 23:35:00 +0000 2020,NY,"Another trip around the sun ☀️ ♐️ @ New York, New York https://t.co/Ut5LDPv1mN"
Toms River,Tue Nov 24 23:35:53 +0000 2020,NJ,"1 death every minute due to #COVID19 

Do you comprehend that? If you did, you’d wear your mask and avoid traveling. #WearAMask"
Troy,Tue Nov 24 23:36:10 +0000 2020,MI,Cruise ship #royalcarribean #europetravel @ Europe https://t.co/AXea2t7ust
Taylors,Tue Nov 24 23:37:30 +0000 2020,SC,Just posted a photo @ 13 Stripes Brewery https://t.co/jAmOLm8gP4
Oakland,Tue Nov 24 23:38:12 +0000 2020,CA,@MrMcStuffins Thanks so much Corey! Really appreciate it. Flight sim just about ready to land! 🙏
Oakland,Tue Nov 24 23:38:12 +0000 2020,CA,@MrMcStuffins Thanks so much Corey! Really appreciate it. Flight sim just about ready to land! 🙏
Wonder Lake,Tue Nov 24 23:38:52 +0000 2020,IL,"Today, I officially booked my trip to go to see Texas for the first time. I get to see my life-long great friend an… https://t.co/jh7wynxkij"
Los Angeles,Tue Nov 24 23:39:20 +0000 2020,CA,Saving up these credit card points like anytime minutes for all the flights in 2021!
Scottsdale,Tue Nov 24 23:39:41 +0000 2020,AZ,Nordstrom Rack has dramatically expanded its luggage selection. Might get some traction from Thanksgiving Traveller… https://t.co/q0bwbbLeBO
Columbus,Tue Nov 24 23:40:06 +0000 2020,OH,@gizellesthought I think it’s Tripe aka Cow Stomach
Pasadena,Tue Nov 24 23:40:16 +0000 2020,TX,Omggggg I’m finally gonna trip in 2020!!! 🤩✨🧚🏽‍♀️🌟
Garfield,Tue Nov 24 23:40:18 +0000 2020,MI,@trippykay4202 I wish
Houston,Tue Nov 24 23:40:37 +0000 2020,TX,I can’t believe we had a girls trip planned for Vegas in March. Two peoples first time. First girls trip with all o… https://t.co/Wj2emN2Djc
New Hope,Tue Nov 24 23:40:37 +0000 2020,MN,Wish I was packing for a beach trip 😿
Monroe,Tue Nov 24 23:40:54 +0000 2020,NY,@TomHeartsTanks Sorry that you had to cancel. I’ve cancelled two planned trips for the same reasons.
Lancaster,Tue Nov 24 23:41:01 +0000 2020,CA,*starts looking for a new flight*
Gun Barrel City,Tue Nov 24 23:41:04 +0000 2020,TX,@goativity most definitely not me. imma get mine 😭😭 but this ain’t bout me. my girl gone cum a couple times every trip 😂
Indianapolis,Tue Nov 24 23:41:06 +0000 2020,IN,"@plainsimplerach It’s chill, she seems cool, but it enacted my fight or flight instinct as first"
West Hollywood,Tue Nov 24 23:41:53 +0000 2020,CA,Awesome Ford GT in the window of a luxury car rental biz on Sunset. #sunset #coolcars #fordgt #sunsetstrip… https://t.co/7IQXQBIygU
Cleveland,Tue Nov 24 23:42:13 +0000 2020,OH,Awww I can't agree with this you tripping sis 😒
Justice,Tue Nov 24 23:42:18 +0000 2020,IL,"@dejonsim I’m getting it ASAP, travel or not!"
Columbine,Tue Nov 24 23:42:42 +0000 2020,CO,"DJ, Travel Writer, Ranchhand, Aventure Motorcycle event...(well I'm not sure what my title was...but I planned for… https://t.co/ilgP4BvTqY"
Columbus,Tue Nov 24 23:43:00 +0000 2020,OH,Would like to make one of these day trips on a Saturday to play others from around the state.
Vineland,Tue Nov 24 23:43:04 +0000 2020,NJ,@kelvinbello15 @Latripade @Smailin92 Jajajaja
Arlington,Tue Nov 24 23:43:08 +0000 2020,MA,"People who write ""love to travel"" on their dating profiles during a whole pandemic. Either anti masks people or obv… https://t.co/rxdZpTXmi4"
Plano,Tue Nov 24 23:43:26 +0000 2020,TX,@ATwstedFantasy Yea he was tripping
Houston,Tue Nov 24 23:43:37 +0000 2020,TX,I can’t wait to get a man and take couple trips with my friends ☺️☺️
Houston,Tue Nov 24 23:44:04 +0000 2020,TX,I don't get it. #COVID infected on the rise &amp; millions travelling for Thanksgiving?  #StayHomeStaySafe
Pinetop,Tue Nov 24 23:44:09 +0000 2020,AZ,@BitsHammer Even the travel gif looks like an exploding infection.
Oregon City,Tue Nov 24 23:44:30 +0000 2020,OR,@calbears04 @Ryan_Kartje Traveling with a sick player is no bueno.
Berkeley,Tue Nov 24 23:45:51 +0000 2020,CA,"@TripleRockBeer See you tomorrow! YUM, I’ve missed you Club Shattuck!!!! ❤️❤️❤️"
Jackson,Tue Nov 24 23:45:54 +0000 2020,MS,How I’m tripping cause I won’t let you get over on me 💀
The Woodlands,Tue Nov 24 23:46:10 +0000 2020,TX,@Marslove15 @LanalivesonMars @AvalonAlayna @KathyEastCoast @LylyFlorence @GeorgiaMirela @gigtripper86 @soonthareeya… https://t.co/MfqJah2V9N
Raleigh,Tue Nov 24 23:46:16 +0000 2020,NC,Second listen thru Trippie Redd’s album did it justice
Waxahachie,Tue Nov 24 23:46:23 +0000 2020,TX,If you have a flight early in the morning what do you do?
Bell,Tue Nov 24 23:46:54 +0000 2020,CA,"I want to wear my own custom apparel, travel, and guide the decisions of those around me."
Aliquippa,Tue Nov 24 23:47:09 +0000 2020,PA,Making  🐿 ‘s Stripe &amp; Dot’s Thanksgiving feast out of the porch🎃’s https://t.co/XWPcAHEatP
Las Vegas,Tue Nov 24 23:47:31 +0000 2020,NV,@scholaroflight1 3 B 1
Raleigh,Tue Nov 24 23:47:55 +0000 2020,NC,Bruh the last niggas tripping
Alexandria,Tue Nov 24 23:48:18 +0000 2020,VA,Ginger cats on striped pillows on kitchen sofas ❤️❤️❤️ #adoptdontshop #rescuecatsofinstagram #rescuecats… https://t.co/XC5WJbvVRL
Alexandria,Tue Nov 24 23:48:49 +0000 2020,VA,"What a bummer! 

Never caught a game there but on our first post-election trip to NY in 2014, little Annabelle and… https://t.co/iF6AcNjTpP"
Houston,Tue Nov 24 23:59:05 +0000 2020,TX,"the strip club got the best chicken wings, gimmie 6"
