word,count
finally,3
thanks,3
thinking,3
tal,3
life,3
alright,3
break,3
mundial,3
begin,3
angels,3
playing,3
innings,3
made,3
learn,3
title,3
classy,3
muncy,3
heart,3
league,3
cody,3
winning,3
mookie,3
line,3
camden,3
stay,3
cash,3
b,3
things,3
tho,3
could,3
last,3
kersh,3
choi,3
watched,3
lot,3
cheap,3
guy,3
nlcs,3
fuck,3
guess,3
lad,3
teams,3
shot,3
soon,3
charlie,3
funny,3
serie,3
huge,3
hey,3
wanna,3
l,3
thru,3
peeps,3
proud,3
studs,3
losing,3
markets,3
th,3
true,3
r,3
willie,3
back,3
cut,3
ima,3
short,3
example,3
bitches,3
look,3
championship,3
whole,3
fox,3
many,3
county,3
keep,3
kevin,3
ever,3
grayson,3
bad,4
boys,4
playoffs,4
lfg,4
braves,4
call,4
happy,4
night,4
devil,4
little,4
con,4
lol,4
pitching,4
care,4
sports,4
hard,4
play,4
florida,4
thank,4
glasnow,4
voted,4
goes,4
el,4
gotta,4
ducklings,4
decisions,4
stadium,4
starts,4
voy,4
tigers,4
u,4
rake,4
prays,4
small,4
bet,4
x,4
still,4
market,4
people,4
want,5
money,5
please,5
morton,5
gonna,5
new,5
since,5
season,5
also,5
shit,5
payroll,5
n,5
beat,5
finals,5
say,5
throw,5
us,5
start,5
first,5
think,5
well,5
another,5
loved,5
away,5
even,6
randy,6
something,6
homer,6
taking,6
love,6
grown,6
luck,6
home,6
ortiz,6
make,6
nothing,6
f,6
jersey,6
day,6
hate,6
getting,7
awesome,7
baseball,7
right,7
wait,7
blue,7
ya,7
nba,7
papi,7
played,7
hope,7
bay,8
games,8
angeles,8
really,8
de,8
man,8
picking,9
today,9
en,9
david,9
dodger,9
would,9
astros,9
mvp,9
tampa,9
ultramoment,10
rooting,10
great,10
going,10
via,10
vs,10
big,11
fans,11
team,11
know,11
best,11
kershaw,11
watching,12
watch,12
v,12
every,12
mlb,12
lets,13
ready,13
see,14
fan,14
one,15
like,16
los,16
la,17
year,17
get,17
good,18
got,19
time,22
tonight,27
win,35
let,46
go,74
game,75
rays,128
world,129
series,140
dodgers,162
